"Y_(s,t)",State,Week,"COVID_(s,t)",State_i x t,Agriculture/Forestry/Fishing and Hunting %,Mining %,Utilities %,Construction %,Manufacturing %,Wholesale Trade %,Retail Trade %,Transporation and Warehousing %,Information %,Finance and Insurance %,"Real Estate, Rental and Leasing %",Professional/Scientific/Technical Services %,Management of Companies and Enterprises %,Administration and Support/Waste Management and Remedial Services %,Educational Services %,Healthcare and Social Assistance %,"Arts, Entertainment and Recreation %",Accomodation and Food Services %,Other Services (except Public Administration) %,Public Administration %,Information Not Available %,Agriculture/Forestry/Fishing and Hunting,Mining,Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transporation and Warehousing,Information,Finance and Insurance,"Real Estate, Rental and Leasing",Professional/Scientific/Technical Services,Management of Companies and Enterprises,Administration and Support/Waste Management and Remedial Services,Educational Services,Healthcare and Social Assistance,"Arts, Entertainment and Recreation",Accomodation and Food Services,Other Services (except Public Administration),Public Administration,Information Not Available
1065,South Dakota,21,466,21,0.3,0.4,0.0,3.5,11.1,2.8,11.4,2.5,1.4,1.7,1.6,2.6,0.7,4.8,4.7,11.4,4.0,26.7,3.1,3.1,2.0,47,62,2,602,1931,487,1972,442,238,293,270,457,121,827,813,1983,703,4634,546,532,350
910,South Dakota,22,392,22,0.3,0.4,0.0,3.5,11.1,2.8,11.4,2.5,1.4,1.7,1.6,2.6,0.7,4.8,4.7,11.4,4.0,26.7,3.1,3.1,2.0,47,62,2,602,1931,487,1972,442,238,293,270,457,121,827,813,1983,703,4634,546,532,350
644,South Dakota,23,401,23,0.3,0.4,0.0,3.5,11.1,2.8,11.4,2.5,1.4,1.7,1.6,2.6,0.7,4.8,4.7,11.4,4.0,26.7,3.1,3.1,2.0,47,62,2,602,1931,487,1972,442,238,293,270,457,121,827,813,1983,703,4634,546,532,350
2484,Tennessee,1,0,1,0.8,0.4,0.2,11.6,15.4,4.3,8.0,4.9,1.6,2.2,1.3,4.7,1.1,10.9,1.3,7.2,5.5,5.3,3.2,2.1,7.1,160,78,35,2270,3012,834,1558,964,314,433,260,914,222,2131,248,1405,1072,1041,628,405,1387
2362,Tennessee,2,0,2,0.8,0.4,0.2,11.6,15.4,4.3,8.0,4.9,1.6,2.2,1.3,4.7,1.1,10.9,1.3,7.2,5.5,5.3,3.2,2.1,7.1,160,78,35,2270,3012,834,1558,964,314,433,260,914,222,2131,248,1405,1072,1041,628,405,1387
2161,Tennessee,3,0,3,0.8,0.3,0.1,11.8,14.7,4.2,7.5,4.7,1.7,2.4,1.5,4.7,1.2,11.6,1.1,7.5,5.2,5.4,3.1,2.0,7.4,159,64,28,2253,2801,805,1432,886,326,454,278,901,224,2201,218,1424,992,1036,596,389,1400
2140,Tennessee,4,0,4,0.8,0.3,0.1,11.8,14.7,4.2,7.5,4.7,1.7,2.4,1.5,4.7,1.2,11.6,1.1,7.5,5.2,5.4,3.1,2.0,7.4,159,64,28,2253,2801,805,1432,886,326,454,278,901,224,2201,218,1424,992,1036,596,389,1400
1855,Tennessee,5,0,5,0.8,0.3,0.1,11.8,14.7,4.2,7.5,4.7,1.7,2.4,1.5,4.7,1.2,11.6,1.1,7.5,5.2,5.4,3.1,2.0,7.4,159,64,28,2253,2801,805,1432,886,326,454,278,901,224,2201,218,1424,992,1036,596,389,1400
2014,Tennessee,6,0,6,0.8,0.3,0.1,11.8,14.7,4.2,7.5,4.7,1.7,2.4,1.5,4.7,1.2,11.6,1.1,7.5,5.2,5.4,3.1,2.0,7.4,159,64,28,2253,2801,805,1432,886,326,454,278,901,224,2201,218,1424,992,1036,596,389,1400
2032,Tennessee,7,1,7,0.7,0.3,0.2,10.5,16.4,4.5,8.1,4.8,1.8,2.8,1.5,5.1,1.3,12.5,1.2,8.1,2.8,5.7,3.0,1.7,6.4,125,46,29,1825,2840,783,1405,835,306,480,253,880,231,2175,214,1400,485,998,513,296,1117
2702,Tennessee,8,31,8,0.7,0.3,0.2,10.5,16.4,4.5,8.1,4.8,1.8,2.8,1.5,5.1,1.3,12.5,1.2,8.1,2.8,5.7,3.0,1.7,6.4,125,46,29,1825,2840,783,1405,835,306,480,253,880,231,2175,214,1400,485,998,513,296,1117
38077,Tennessee,9,272,9,0.7,0.3,0.2,10.5,16.4,4.5,8.1,4.8,1.8,2.8,1.5,5.1,1.3,12.5,1.2,8.1,2.8,5.7,3.0,1.7,6.4,125,46,29,1825,2840,783,1405,835,306,480,253,880,231,2175,214,1400,485,998,513,296,1117
92500,Tennessee,10,1207,10,0.7,0.3,0.2,10.5,16.4,4.5,8.1,4.8,1.8,2.8,1.5,5.1,1.3,12.5,1.2,8.1,2.8,5.7,3.0,1.7,6.4,125,46,29,1825,2840,783,1405,835,306,480,253,880,231,2175,214,1400,485,998,513,296,1117
112186,Tennessee,11,1811,11,0.1,0.0,0.0,2.6,13.3,2.3,9.6,3.4,1.0,0.7,1.5,3.0,0.8,6.4,1.8,7.6,2.6,19.1,5.9,0.5,17.6,367,154,117,8725,44884,7867,32161,11327,3238,2370,5203,9935,2647,21506,6084,25650,8857,64354,19957,1576,59117
71887,Tennessee,12,1810,12,0.1,0.0,0.0,2.6,13.3,2.3,9.6,3.4,1.0,0.7,1.5,3.0,0.8,6.4,1.8,7.6,2.6,19.1,5.9,0.5,17.6,367,154,117,8725,44884,7867,32161,11327,3238,2370,5203,9935,2647,21506,6084,25650,8857,64354,19957,1576,59117
67226,Tennessee,13,1457,13,0.1,0.0,0.0,2.6,13.3,2.3,9.6,3.4,1.0,0.7,1.5,3.0,0.8,6.4,1.8,7.6,2.6,19.1,5.9,0.5,17.6,367,154,117,8725,44884,7867,32161,11327,3238,2370,5203,9935,2647,21506,6084,25650,8857,64354,19957,1576,59117
42805,Tennessee,14,2600,14,0.1,0.0,0.0,2.6,13.3,2.3,9.6,3.4,1.0,0.7,1.5,3.0,0.8,6.4,1.8,7.6,2.6,19.1,5.9,0.5,17.6,367,154,117,8725,44884,7867,32161,11327,3238,2370,5203,9935,2647,21506,6084,25650,8857,64354,19957,1576,59117
36323,Tennessee,15,3472,15,0.1,0.0,0.0,2.6,13.3,2.3,9.6,3.4,1.0,0.7,1.5,3.0,0.8,6.4,1.8,7.6,2.6,19.1,5.9,0.5,17.6,367,154,117,8725,44884,7867,32161,11327,3238,2370,5203,9935,2647,21506,6084,25650,8857,64354,19957,1576,59117
28377,Tennessee,16,2107,16,0.1,0.0,0.0,2.7,13.8,2.8,9.7,4.5,1.2,1.0,1.6,3.3,0.9,8.6,2.2,6.6,2.5,18.3,4.3,0.6,15.1,328,158,125,8753,44363,9061,31098,14332,3819,3064,5029,10689,3053,27819,6967,21376,8114,58832,13889,1956,48581
27990,Tennessee,17,2495,17,0.1,0.0,0.0,2.7,13.8,2.8,9.7,4.5,1.2,1.0,1.6,3.3,0.9,8.6,2.2,6.6,2.5,18.3,4.3,0.6,15.1,328,158,125,8753,44363,9061,31098,14332,3819,3064,5029,10689,3053,27819,6967,21376,8114,58832,13889,1956,48581
25439,Tennessee,18,2522,18,0.1,0.0,0.0,2.7,13.8,2.8,9.7,4.5,1.2,1.0,1.6,3.3,0.9,8.6,2.2,6.6,2.5,18.3,4.3,0.6,15.1,328,158,125,8753,44363,9061,31098,14332,3819,3064,5029,10689,3053,27819,6967,21376,8114,58832,13889,1956,48581
22255,Tennessee,19,2781,19,0.1,0.0,0.0,2.7,13.8,2.8,9.7,4.5,1.2,1.0,1.6,3.3,0.9,8.6,2.2,6.6,2.5,18.3,4.3,0.6,15.1,328,158,125,8753,44363,9061,31098,14332,3819,3064,5029,10689,3053,27819,6967,21376,8114,58832,13889,1956,48581
20908,Tennessee,20,3611,20,0.1,0.1,0.1,3.1,10.0,3.2,9.7,4.9,1.4,1.3,1.7,3.6,1.2,11.1,3.2,7.2,2.4,19.3,4.0,0.8,11.4,382,174,166,8631,27435,8858,26543,13502,3951,3451,4654,9999,3282,30318,8898,19781,6554,53043,10918,2151,31179
19413,Tennessee,21,3372,21,0.1,0.1,0.1,3.1,10.0,3.2,9.7,4.9,1.4,1.3,1.7,3.6,1.2,11.1,3.2,7.2,2.4,19.3,4.0,0.8,11.4,382,174,166,8631,27435,8858,26543,13502,3951,3451,4654,9999,3282,30318,8898,19781,6554,53043,10918,2151,31179
20506,Tennessee,22,4897,22,0.1,0.1,0.1,3.1,10.0,3.2,9.7,4.9,1.4,1.3,1.7,3.6,1.2,11.1,3.2,7.2,2.4,19.3,4.0,0.8,11.4,382,174,166,8631,27435,8858,26543,13502,3951,3451,4654,9999,3282,30318,8898,19781,6554,53043,10918,2151,31179
21544,Tennessee,23,5726,23,0.1,0.1,0.1,3.1,10.0,3.2,9.7,4.9,1.4,1.3,1.7,3.6,1.2,11.1,3.2,7.2,2.4,19.3,4.0,0.8,11.4,382,174,166,8631,27435,8858,26543,13502,3951,3451,4654,9999,3282,30318,8898,19781,6554,53043,10918,2151,31179
13070,Texas,1,0,1,0.4,5.0,0.3,20.3,7.6,5.1,6.2,4.2,1.5,3.9,2.0,7.7,1.1,12.5,1.4,7.2,0.5,3.7,3.4,0.9,4.5,590,6696,339,27037,10118,6780,8224,5536,2011,5234,2673,10184,1466,16605,1926,9606,694,4940,4561,1191,6024
13818,Texas,2,0,2,0.4,5.0,0.3,20.3,7.6,5.1,6.2,4.2,1.5,3.9,2.0,7.7,1.1,12.5,1.4,7.2,0.5,3.7,3.4,0.9,4.5,590,6696,339,27037,10118,6780,8224,5536,2011,5234,2673,10184,1466,16605,1926,9606,694,4940,4561,1191,6024
13869,Texas,3,0,3,0.5,4.7,0.3,18.4,8.1,5.1,6.6,4.4,1.8,4.1,1.9,8.0,1.2,13.3,1.8,7.7,0.5,3.3,2.4,0.9,4.9,632,5930,320,23405,10359,6446,8363,5547,2353,5206,2473,10197,1469,16924,2274,9814,665,4145,3012,1096,6228
12790,Texas,4,0,4,0.5,4.7,0.3,18.4,8.1,5.1,6.6,4.4,1.8,4.1,1.9,8.0,1.2,13.3,1.8,7.7,0.5,3.3,2.4,0.9,4.9,632,5930,320,23405,10359,6446,8363,5547,2353,5206,2473,10197,1469,16924,2274,9814,665,4145,3012,1096,6228
12047,Texas,5,0,5,0.5,4.7,0.3,18.4,8.1,5.1,6.6,4.4,1.8,4.1,1.9,8.0,1.2,13.3,1.8,7.7,0.5,3.3,2.4,0.9,4.9,632,5930,320,23405,10359,6446,8363,5547,2353,5206,2473,10197,1469,16924,2274,9814,665,4145,3012,1096,6228
12692,Texas,6,0,6,0.5,4.7,0.3,18.4,8.1,5.1,6.6,4.4,1.8,4.1,1.9,8.0,1.2,13.3,1.8,7.7,0.5,3.3,2.4,0.9,4.9,632,5930,320,23405,10359,6446,8363,5547,2353,5206,2473,10197,1469,16924,2274,9814,665,4145,3012,1096,6228
14355,Texas,7,8,7,0.5,4.6,0.3,17.9,8.1,5.0,6.5,5.1,1.7,4.0,2.0,8.2,1.3,12.8,1.7,7.3,0.5,4.1,2.6,0.8,4.6,622,5811,365,22785,10240,6333,8296,6528,2118,5033,2602,10451,1615,16329,2187,9288,648,5189,3260,1034,5815
16176,Texas,8,52,8,0.5,4.6,0.3,17.9,8.1,5.0,6.5,5.1,1.7,4.0,2.0,8.2,1.3,12.8,1.7,7.3,0.5,4.1,2.6,0.8,4.6,622,5811,365,22785,10240,6333,8296,6528,2118,5033,2602,10451,1615,16329,2187,9288,648,5189,3260,1034,5815
155426,Texas,9,522,9,0.5,4.6,0.3,17.9,8.1,5.0,6.5,5.1,1.7,4.0,2.0,8.2,1.3,12.8,1.7,7.3,0.5,4.1,2.6,0.8,4.6,622,5811,365,22785,10240,6333,8296,6528,2118,5033,2602,10451,1615,16329,2187,9288,648,5189,3260,1034,5815
276185,Texas,10,1873,10,0.5,4.6,0.3,17.9,8.1,5.0,6.5,5.1,1.7,4.0,2.0,8.2,1.3,12.8,1.7,7.3,0.5,4.1,2.6,0.8,4.6,622,5811,365,22785,10240,6333,8296,6528,2118,5033,2602,10451,1615,16329,2187,9288,648,5189,3260,1034,5815
315167,Texas,11,4112,11,0.1,2.7,0.1,6.6,6.7,3.3,13.2,2.8,1.3,1.2,1.9,4.3,0.6,8.7,2.1,12.2,2.2,17.3,6.3,0.4,6.2,1038,25970,754,63310,63836,31569,125799,26864,12298,11201,18161,40868,5366,82765,19679,116534,20562,164838,60474,3441,59163
274257,Texas,12,6456,12,0.1,2.7,0.1,6.6,6.7,3.3,13.2,2.8,1.3,1.2,1.9,4.3,0.6,8.7,2.1,12.2,2.2,17.3,6.3,0.4,6.2,1038,25970,754,63310,63836,31569,125799,26864,12298,11201,18161,40868,5366,82765,19679,116534,20562,164838,60474,3441,59163
280761,Texas,13,5681,13,0.1,2.7,0.1,6.6,6.7,3.3,13.2,2.8,1.3,1.2,1.9,4.3,0.6,8.7,2.1,12.2,2.2,17.3,6.3,0.4,6.2,1038,25970,754,63310,63836,31569,125799,26864,12298,11201,18161,40868,5366,82765,19679,116534,20562,164838,60474,3441,59163
254084,Texas,14,5449,14,0.1,2.7,0.1,6.6,6.7,3.3,13.2,2.8,1.3,1.2,1.9,4.3,0.6,8.7,2.1,12.2,2.2,17.3,6.3,0.4,6.2,1038,25970,754,63310,63836,31569,125799,26864,12298,11201,18161,40868,5366,82765,19679,116534,20562,164838,60474,3441,59163
243935,Texas,15,6764,15,0.1,2.7,0.1,6.6,6.7,3.3,13.2,2.8,1.3,1.2,1.9,4.3,0.6,8.7,2.1,12.2,2.2,17.3,6.3,0.4,6.2,1038,25970,754,63310,63836,31569,125799,26864,12298,11201,18161,40868,5366,82765,19679,116534,20562,164838,60474,3441,59163
141553,Texas,16,7477,16,0.1,3.7,0.1,6.8,6.6,3.8,12.8,3.7,1.3,1.2,1.9,4.6,0.6,9.5,2.6,9.6,2.2,17.0,5.1,0.5,6.1,1612,46810,1069,85140,82792,47792,160823,46991,16132,15688,24033,57898,7895,118664,32016,120205,27688,213854,63529,6753,76146
134065,Texas,17,9058,17,0.1,3.7,0.1,6.8,6.6,3.8,12.8,3.7,1.3,1.2,1.9,4.6,0.6,9.5,2.6,9.6,2.2,17.0,5.1,0.5,6.1,1612,46810,1069,85140,82792,47792,160823,46991,16132,15688,24033,57898,7895,118664,32016,120205,27688,213854,63529,6753,76146
127717,Texas,18,7324,18,0.1,3.7,0.1,6.8,6.6,3.8,12.8,3.7,1.3,1.2,1.9,4.6,0.6,9.5,2.6,9.6,2.2,17.0,5.1,0.5,6.1,1612,46810,1069,85140,82792,47792,160823,46991,16132,15688,24033,57898,7895,118664,32016,120205,27688,213854,63529,6753,76146
106677,Texas,19,8118,19,0.1,3.7,0.1,6.8,6.6,3.8,12.8,3.7,1.3,1.2,1.9,4.6,0.6,9.5,2.6,9.6,2.2,17.0,5.1,0.5,6.1,1612,46810,1069,85140,82792,47792,160823,46991,16132,15688,24033,57898,7895,118664,32016,120205,27688,213854,63529,6753,76146
89676,Texas,20,11576,20,0.2,4.3,0.1,7.3,6.3,4.0,11.0,4.2,1.3,1.3,1.9,4.9,0.7,10.2,3.1,8.5,1.9,16.6,4.2,0.6,7.1,1811,51320,1065,87356,74860,47891,131690,50259,16052,15978,22759,57918,8131,121835,37520,101511,22855,197784,50562,7483,84081
94723,Texas,21,12445,21,0.2,4.3,0.1,7.3,6.3,4.0,11.0,4.2,1.3,1.3,1.9,4.9,0.7,10.2,3.1,8.5,1.9,16.6,4.2,0.6,7.1,1811,51320,1065,87356,74860,47891,131690,50259,16052,15978,22759,57918,8131,121835,37520,101511,22855,197784,50562,7483,84081
89547,Texas,22,22666,22,0.2,4.3,0.1,7.3,6.3,4.0,11.0,4.2,1.3,1.3,1.9,4.9,0.7,10.2,3.1,8.5,1.9,16.6,4.2,0.6,7.1,1811,51320,1065,87356,74860,47891,131690,50259,16052,15978,22759,57918,8131,121835,37520,101511,22855,197784,50562,7483,84081
96593,Texas,23,36313,23,0.2,4.3,0.1,7.3,6.3,4.0,11.0,4.2,1.3,1.3,1.9,4.9,0.7,10.2,3.1,8.5,1.9,16.6,4.2,0.6,7.1,1811,51320,1065,87356,74860,47891,131690,50259,16052,15978,22759,57918,8131,121835,37520,101511,22855,197784,50562,7483,84081
1271,Utah,1,0,1,0.5,1.5,0.1,23.0,8.1,2.9,7.6,4.2,2.6,2.0,1.3,6.3,0.4,15.0,1.9,2.9,1.4,6.9,1.3,2.4,7.3,70,197,13,3038,1073,378,1000,553,347,259,166,831,50,1984,246,385,181,904,170,311,968
1290,Utah,2,0,2,0.5,1.5,0.1,23.0,8.1,2.9,7.6,4.2,2.6,2.0,1.3,6.3,0.4,15.0,1.9,2.9,1.4,6.9,1.3,2.4,7.3,70,197,13,3038,1073,378,1000,553,347,259,166,831,50,1984,246,385,181,904,170,311,968
1303,Utah,3,0,3,0.7,1.5,0.1,22.0,9.4,3.0,7.6,4.2,2.4,2.1,1.2,6.6,0.4,14.9,1.7,3.0,1.3,6.7,1.4,2.4,6.6,93,191,13,2863,1221,394,989,544,311,278,153,863,56,1938,226,384,172,871,188,310,865
1097,Utah,4,0,4,0.7,1.5,0.1,22.0,9.4,3.0,7.6,4.2,2.4,2.1,1.2,6.6,0.4,14.9,1.7,3.0,1.3,6.7,1.4,2.4,6.6,93,191,13,2863,1221,394,989,544,311,278,153,863,56,1938,226,384,172,871,188,310,865
1008,Utah,5,0,5,0.7,1.5,0.1,22.0,9.4,3.0,7.6,4.2,2.4,2.1,1.2,6.6,0.4,14.9,1.7,3.0,1.3,6.7,1.4,2.4,6.6,93,191,13,2863,1221,394,989,544,311,278,153,863,56,1938,226,384,172,871,188,310,865
885,Utah,6,0,6,0.7,1.5,0.1,22.0,9.4,3.0,7.6,4.2,2.4,2.1,1.2,6.6,0.4,14.9,1.7,3.0,1.3,6.7,1.4,2.4,6.6,93,191,13,2863,1221,394,989,544,311,278,153,863,56,1938,226,384,172,871,188,310,865
1015,Utah,7,1,7,0.7,1.5,0.2,19.5,8.9,3.5,7.3,4.3,2.8,2.4,1.3,7.4,0.4,14.7,1.8,3.2,1.5,7.2,1.6,2.1,6.9,81,184,27,2327,1063,417,868,513,340,283,157,885,53,1756,219,386,179,857,191,254,819
1305,Utah,8,9,8,0.7,1.5,0.2,19.5,8.9,3.5,7.3,4.3,2.8,2.4,1.3,7.4,0.4,14.7,1.8,3.2,1.5,7.2,1.6,2.1,6.9,81,184,27,2327,1063,417,868,513,340,283,157,885,53,1756,219,386,179,857,191,254,819
19690,Utah,9,108,9,0.7,1.5,0.2,19.5,8.9,3.5,7.3,4.3,2.8,2.4,1.3,7.4,0.4,14.7,1.8,3.2,1.5,7.2,1.6,2.1,6.9,81,184,27,2327,1063,417,868,513,340,283,157,885,53,1756,219,386,179,857,191,254,819
28532,Utah,10,484,10,0.7,1.5,0.2,19.5,8.9,3.5,7.3,4.3,2.8,2.4,1.3,7.4,0.4,14.7,1.8,3.2,1.5,7.2,1.6,2.1,6.9,81,184,27,2327,1063,417,868,513,340,283,157,885,53,1756,219,386,179,857,191,254,819
33040,Utah,11,826,11,0.1,0.8,0.1,4.9,7.5,2.6,11.8,4.2,1.8,1.2,1.8,5.0,0.8,9.4,2.9,10.4,3.6,18.6,4.9,1.0,6.7,121,846,55,5167,7934,2778,12567,4420,1908,1283,1865,5261,798,10034,3067,11083,3790,19713,5229,1061,7114
24515,Utah,12,779,12,0.1,0.8,0.1,4.9,7.5,2.6,11.8,4.2,1.8,1.2,1.8,5.0,0.8,9.4,2.9,10.4,3.6,18.6,4.9,1.0,6.7,121,846,55,5167,7934,2778,12567,4420,1908,1283,1865,5261,798,10034,3067,11083,3790,19713,5229,1061,7114
19649,Utah,13,710,13,0.1,0.8,0.1,4.9,7.5,2.6,11.8,4.2,1.8,1.2,1.8,5.0,0.8,9.4,2.9,10.4,3.6,18.6,4.9,1.0,6.7,121,846,55,5167,7934,2778,12567,4420,1908,1283,1865,5261,798,10034,3067,11083,3790,19713,5229,1061,7114
11738,Utah,14,1031,14,0.1,0.8,0.1,4.9,7.5,2.6,11.8,4.2,1.8,1.2,1.8,5.0,0.8,9.4,2.9,10.4,3.6,18.6,4.9,1.0,6.7,121,846,55,5167,7934,2778,12567,4420,1908,1283,1865,5261,798,10034,3067,11083,3790,19713,5229,1061,7114
8992,Utah,15,1037,15,0.1,0.8,0.1,4.9,7.5,2.6,11.8,4.2,1.8,1.2,1.8,5.0,0.8,9.4,2.9,10.4,3.6,18.6,4.9,1.0,6.7,121,846,55,5167,7934,2778,12567,4420,1908,1283,1865,5261,798,10034,3067,11083,3790,19713,5229,1061,7114
7076,Utah,16,1118,16,0.1,1.0,0.1,4.6,9.2,2.9,11.9,5.8,2.1,1.4,1.9,5.0,0.7,9.8,3.4,6.8,3.6,18.5,3.9,1.1,5.8,108,958,63,4580,9084,2870,11709,5752,2063,1385,1898,4969,735,9683,3356,6740,3556,18277,3877,1131,5770
6228,Utah,17,965,17,0.1,1.0,0.1,4.6,9.2,2.9,11.9,5.8,2.1,1.4,1.9,5.0,0.7,9.8,3.4,6.8,3.6,18.5,3.9,1.1,5.8,108,958,63,4580,9084,2870,11709,5752,2063,1385,1898,4969,735,9683,3356,6740,3556,18277,3877,1131,5770
5405,Utah,18,1192,18,0.1,1.0,0.1,4.6,9.2,2.9,11.9,5.8,2.1,1.4,1.9,5.0,0.7,9.8,3.4,6.8,3.6,18.5,3.9,1.1,5.8,108,958,63,4580,9084,2870,11709,5752,2063,1385,1898,4969,735,9683,3356,6740,3556,18277,3877,1131,5770
4948,Utah,19,1273,19,0.1,1.0,0.1,4.6,9.2,2.9,11.9,5.8,2.1,1.4,1.9,5.0,0.7,9.8,3.4,6.8,3.6,18.5,3.9,1.1,5.8,108,958,63,4580,9084,2870,11709,5752,2063,1385,1898,4969,735,9683,3356,6740,3556,18277,3877,1131,5770
5382,Utah,20,2265,20,0.1,1.1,0.1,5.0,8.8,2.9,10.6,6.7,2.3,1.6,2.0,5.4,0.7,11.2,3.7,5.9,3.5,17.9,3.4,1.1,5.8,87,920,72,4305,7647,2540,9165,5799,2030,1396,1701,4692,620,9695,3225,5066,3018,15469,2910,993,5038
4803,Utah,21,2183,21,0.1,1.1,0.1,5.0,8.8,2.9,10.6,6.7,2.3,1.6,2.0,5.4,0.7,11.2,3.7,5.9,3.5,17.9,3.4,1.1,5.8,87,920,72,4305,7647,2540,9165,5799,2030,1396,1701,4692,620,9695,3225,5066,3018,15469,2910,993,5038
4915,Utah,22,3087,22,0.1,1.1,0.1,5.0,8.8,2.9,10.6,6.7,2.3,1.6,2.0,5.4,0.7,11.2,3.7,5.9,3.5,17.9,3.4,1.1,5.8,87,920,72,4305,7647,2540,9165,5799,2030,1396,1701,4692,620,9695,3225,5066,3018,15469,2910,993,5038
4965,Utah,23,3560,23,0.1,1.1,0.1,5.0,8.8,2.9,10.6,6.7,2.3,1.6,2.0,5.4,0.7,11.2,3.7,5.9,3.5,17.9,3.4,1.1,5.8,87,920,72,4305,7647,2540,9165,5799,2030,1396,1701,4692,620,9695,3225,5066,3018,15469,2910,993,5038
518,Vermont,1,0,1,1.7,0.9,0.2,30.1,14.6,2.9,7.6,2.7,1.0,0.6,0.9,3.9,0.0,10.7,2.1,5.1,2.4,7.5,1.7,1.7,0.0,83,45,10,1461,707,143,368,131,48,27,46,188,2,520,102,247,115,362,82,81,0
481,Vermont,2,0,2,1.7,0.9,0.2,30.1,14.6,2.9,7.6,2.7,1.0,0.6,0.9,3.9,0.0,10.7,2.1,5.1,2.4,7.5,1.7,1.7,0.0,83,45,10,1461,707,143,368,131,48,27,46,188,2,520,102,247,115,362,82,81,0
475,Vermont,3,0,3,1.6,1.2,0.2,34.4,10.4,3.0,8.0,2.7,1.0,0.4,1.1,4.1,0.1,10.6,2.0,4.9,2.6,6.5,1.9,1.6,0.0,79,58,8,1655,498,142,384,132,50,20,53,196,5,512,96,238,124,315,90,77,0
543,Vermont,4,0,4,1.6,1.2,0.2,34.4,10.4,3.0,8.0,2.7,1.0,0.4,1.1,4.1,0.1,10.6,2.0,4.9,2.6,6.5,1.9,1.6,0.0,79,58,8,1655,498,142,384,132,50,20,53,196,5,512,96,238,124,315,90,77,0
610,Vermont,5,0,5,1.6,1.2,0.2,34.4,10.4,3.0,8.0,2.7,1.0,0.4,1.1,4.1,0.1,10.6,2.0,4.9,2.6,6.5,1.9,1.6,0.0,79,58,8,1655,498,142,384,132,50,20,53,196,5,512,96,238,124,315,90,77,0
863,Vermont,6,0,6,1.6,1.2,0.2,34.4,10.4,3.0,8.0,2.7,1.0,0.4,1.1,4.1,0.1,10.6,2.0,4.9,2.6,6.5,1.9,1.6,0.0,79,58,8,1655,498,142,384,132,50,20,53,196,5,512,96,238,124,315,90,77,0
446,Vermont,7,0,7,1.8,1.1,0.2,33.3,9.1,2.6,7.1,3.0,0.9,0.4,1.1,3.4,0.1,9.8,2.0,5.4,2.5,10.8,2.0,1.6,0.0,87,54,9,1616,441,125,342,144,44,20,55,163,3,477,96,263,121,525,99,80,0
659,Vermont,8,5,8,1.8,1.1,0.2,33.3,9.1,2.6,7.1,3.0,0.9,0.4,1.1,3.4,0.1,9.8,2.0,5.4,2.5,10.8,2.0,1.6,0.0,87,54,9,1616,441,125,342,144,44,20,55,163,3,477,96,263,121,525,99,80,0
3784,Vermont,9,44,9,1.8,1.1,0.2,33.3,9.1,2.6,7.1,3.0,0.9,0.4,1.1,3.4,0.1,9.8,2.0,5.4,2.5,10.8,2.0,1.6,0.0,87,54,9,1616,441,125,342,144,44,20,55,163,3,477,96,263,121,525,99,80,0
14633,Vermont,10,162,10,1.8,1.1,0.2,33.3,9.1,2.6,7.1,3.0,0.9,0.4,1.1,3.4,0.1,9.8,2.0,5.4,2.5,10.8,2.0,1.6,0.0,87,54,9,1616,441,125,342,144,44,20,55,163,3,477,96,263,121,525,99,80,0
16474,Vermont,11,250,11,0.6,0.2,0.3,13.5,12.6,2.5,12.9,2.6,0.6,0.4,1.3,2.2,0.3,4.4,2.2,11.4,1.8,24.7,4.4,0.7,0.0,406,149,198,9460,8892,1773,9076,1797,442,250,879,1530,214,3110,1548,7997,1296,17334,3083,480,0
9662,Vermont,12,250,12,0.6,0.2,0.3,13.5,12.6,2.5,12.9,2.6,0.6,0.4,1.3,2.2,0.3,4.4,2.2,11.4,1.8,24.7,4.4,0.7,0.0,406,149,198,9460,8892,1773,9076,1797,442,250,879,1530,214,3110,1548,7997,1296,17334,3083,480,0
6598,Vermont,13,92,13,0.6,0.2,0.3,13.5,12.6,2.5,12.9,2.6,0.6,0.4,1.3,2.2,0.3,4.4,2.2,11.4,1.8,24.7,4.4,0.7,0.0,406,149,198,9460,8892,1773,9076,1797,442,250,879,1530,214,3110,1548,7997,1296,17334,3083,480,0
5117,Vermont,14,40,14,0.6,0.2,0.3,13.5,12.6,2.5,12.9,2.6,0.6,0.4,1.3,2.2,0.3,4.4,2.2,11.4,1.8,24.7,4.4,0.7,0.0,406,149,198,9460,8892,1773,9076,1797,442,250,879,1530,214,3110,1548,7997,1296,17334,3083,480,0
3875,Vermont,15,43,15,0.6,0.2,0.3,13.5,12.6,2.5,12.9,2.6,0.6,0.4,1.3,2.2,0.3,4.4,2.2,11.4,1.8,24.7,4.4,0.7,0.0,406,149,198,9460,8892,1773,9076,1797,442,250,879,1530,214,3110,1548,7997,1296,17334,3083,480,0
2913,Vermont,16,35,16,0.6,0.2,0.2,7.2,9.6,2.5,12.8,3.1,0.8,0.5,1.3,2.1,0.4,4.4,2.6,13.9,1.9,30.1,4.4,0.8,0.0,347,93,98,4067,5458,1436,7251,1776,434,285,715,1187,233,2514,1495,7854,1061,17028,2491,460,0
